ID;STATE;GENDER;RESIDENTIAL;CLASS_BMI;AGE;WEIGHT_kg;HEIGHT_cm;BMI_kg_m2;POWER_cm;FLEXIBILITY_cm;COORDINATION_no;SPEED_sec
518;PULAU PINANG;F;RURAL;OVERWEIGHT;7,1;28,0;126,0;17,6;104,0;26,5;8,0;5,2
519;PULAU PINANG;F;URBAN;NORMAL;7;19,0;111,5;15,3;80,0;38,0;3,0;4,6
520;PULAU PINANG;F;URBAN;NORMAL;7;17,0;112,0;13,6;89,0;31,5;2,0;4,3
521;PULAU PINANG;F;URBAN;NORMAL;7,1;23,0;126,0;14,5;101,0;29,0;1,0;4,7
522;PULAU PINANG;F;URBAN;NORMAL;7;23,0;120,0;16,0;96,0;37,0;1,0;4,9
523;PULAU PINANG;F;URBAN;OVERWEIGHT;7;23,0;113,0;18,0;92,0;32,5;1,0;4,1
524;PULAU PINANG;F;RURAL;NORMAL;7,1;19,0;118,0;13,6;96,0;32,0;1,0;4,8
525;PULAU PINANG;F;RURAL;OVERWEIGHT;7;26,0;122,0;17,5;91,0;31,0;1,0;4,9
526;PULAU PINANG;F;RURAL;OVERWEIGHT;7;35,0;135,0;19,2;89,0;34,0;7,0;6,1
527;PULAU PINANG;F;RURAL;OBESITY;7,1;36,0;124,0;23,4;74,0;30,5;8,0;5,2
528;PULAU PINANG;F;URBAN;NORMAL;7,1;21,0;120,5;14,5;96,0;30,0;1,0;5,0
529;PULAU PINANG;F;URBAN;NORMAL;7;23,1;125,9;14,6;89,0;32,5;1,0;5,0
530;PULAU PINANG;F;URBAN;NORMAL;7,1;19,0;118,0;13,6;73,0;32,5;4,0;5,1
531;PULAU PINANG;F;RURAL;NORMAL;7;18,0;117,0;13,1;88,0;30,0;3,0;5,3
532;PULAU PINANG;F;URBAN;THINNESS;7,1;17,6;120,8;12,1;97,0;25,5;5,0;5,4
533;PULAU PINANG;F;URBAN;NORMAL;7,1;17,0;114,0;13,1;102,0;27,5;1,0;4,9
534;PULAU PINANG;F;RURAL;NORMAL;7;19,1;112,0;15,2;98,0;26,5;1,0;5,0
535;PULAU PINANG;F;RURAL;NORMAL;7;22,0;125,0;14,1;70,0;27,0;6,0;4,9
536;PULAU PINANG;F;URBAN;NORMAL;7,1;18,0;111,0;14,6;92,0;22,5;4,0;5,2
537;PULAU PINANG;F;URBAN;NORMAL;7;18,0;110,0;14,9;77,0;28,5;5,0;5,5
538;PULAU PINANG;F;RURAL;NORMAL;7,1;21,0;125,0;13,4;76,0;29,0;3,0;5,3
539;PULAU PINANG;F;URBAN;NORMAL;7,1;22,0;116,5;16,2;100,0;28,0;3,0;6,4
540;PULAU PINANG;F;URBAN;NORMAL;7,1;20,0;111,0;16,2;77,0;20,0;7,0;4,9
541;PULAU PINANG;F;URBAN;NORMAL;7,1;16,5;111,0;13,4;86,0;27,5;1,0;4,9
542;PULAU PINANG;F;RURAL;NORMAL;7,1;18,0;114,0;13,9;105,0;18,0;3,0;5,4
543;PULAU PINANG;F;RURAL;NORMAL;7,1;20,5;123,0;13,6;80,0;28,5;6,0;6,1
544;PULAU PINANG;F;RURAL;NORMAL;7,1;21,0;123,0;13,9;87,0;24,0;2,0;5,1
545;PULAU PINANG;F;RURAL;NORMAL;7,1;19,0;119,0;13,4;96,0;25,0;1,0;5,3
546;PULAU PINANG;F;URBAN;NORMAL;7;21,5;122,5;14,3;91,0;27,0;1,0;5,1
547;PULAU PINANG;F;RURAL;NORMAL;7,1;19,0;122,5;12,7;90,0;30,5;1,0;5,9
548;PULAU PINANG;F;URBAN;NORMAL;7;19,0;117,0;13,9;93,0;18,0;6,0;5,6
549;PULAU PINANG;F;RURAL;NORMAL;7;24,0;124,0;15,6;84,0;22,0;9,0;5,8
550;PULAU PINANG;F;URBAN;NORMAL;7,1;22,0;118,5;15,7;96,0;24,0;1,0;5,1
551;PULAU PINANG;F;RURAL;NORMAL;7;21,0;121,5;14,2;88,0;27,5;1,0;5,2
552;PULAU PINANG;F;URBAN;NORMAL;7;18,1;119,0;12,8;90,0;23,0;4,0;5,7
553;PULAU PINANG;F;RURAL;NORMAL;7,1;16,0;110,0;13,2;77,0;27,5;1,0;4,9
554;PULAU PINANG;F;RURAL;NORMAL;7;18,0;117,0;13,1;93,0;23,0;3,0;5,8
555;PULAU PINANG;F;URBAN;NORMAL;7,1;19,0;117,0;13,9;93,0;18,0;6,0;6,1
556;PULAU PINANG;F;RURAL;NORMAL;7;20,0;115,5;15,0;73,0;31,0;3,0;6,9
557;PULAU PINANG;F;RURAL;NORMAL;7;18,0;111,0;14,6;68,0;27,5;4,0;5,8
558;PULAU PINANG;F;URBAN;THINNESS;7;17,7;118,5;12,6;86,0;16,0;1,0;5,0
559;PULAU PINANG;F;URBAN;NORMAL;7;18,0;114,6;13,7;96,0;25,0;1,0;6,2
560;PULAU PINANG;F;URBAN;NORMAL;7,1;16,5;112,5;13,0;87,0;27,5;1,0;5,8
561;PULAU PINANG;F;RURAL;THINNESS;7,1;17,0;119,0;12,0;86,0;23,5;3,0;6,0
562;PULAU PINANG;F;URBAN;NORMAL;7,1;23,0;123,4;15,1;100,0;24,0;1,0;5,9
563;PULAU PINANG;F;RURAL;NORMAL;7;16,0;109,0;13,5;83,0;20,0;5,0;6,1
564;PULAU PINANG;F;RURAL;SEVERE THINNESS;7;11,0;108,0;9,4;83,0;24,0;2,0;5,8
565;PULAU PINANG;F;URBAN;NORMAL;7;29,0;131,0;16,9;68,0;26,0;1,0;5,3
566;PULAU PINANG;F;RURAL;NORMAL;7,1;21,0;121,0;14,3;90,0;22,0;1,0;5,4
567;PULAU PINANG;F;RURAL;NORMAL;7;24,1;120,9;16,5;89,0;26,5;1,0;6,0
568;PULAU PINANG;F;URBAN;NORMAL;7,1;19,9;115,9;14,8;69,0;28,5;1,0;5,4
569;PULAU PINANG;F;RURAL;THINNESS;7,1;14,0;109,0;11,8;83,0;25,0;1,0;5,5
570;PULAU PINANG;F;RURAL;NORMAL;7,1;21,0;119,0;14,8;73,0;25,5;1,0;5,5
571;PULAU PINANG;F;RURAL;NORMAL;7,1;21,0;117,0;15,3;72,0;23,0;3,0;5,8
572;PULAU PINANG;F;RURAL;NORMAL;7,1;17,5;109,5;14,6;78,0;20,0;2,0;5,5
573;PULAU PINANG;F;URBAN;NORMAL;7,1;18,0;114,5;13,7;73,0;25,5;1,0;5,5
574;PULAU PINANG;F;URBAN;OBESITY;7,1;35,0;129,0;21,0;70,0;28,0;1,0;6,5
575;PULAU PINANG;F;URBAN;OVERWEIGHT;7;32,0;128,0;19,5;79,0;25,0;1,0;5,9
576;PULAU PINANG;F;RURAL;NORMAL;7,1;22,0;122,5;14,7;74,0;23,0;1,0;6,0
577;PULAU PINANG;F;URBAN;NORMAL;7,1;21,5;129,0;12,9;65,0;28,0;1,0;7,2
578;PULAU PINANG;F;RURAL;NORMAL;7,1;20,0;116,0;14,9;65,0;25,0;1,0;6,2
579;PULAU PINANG;F;RURAL;NORMAL;7,1;20,0;114,5;15,3;61,0;25,0;1,0;6,7
580;PUTRAJAYA;F;URBAN;NORMAL;7,1;20,6;123,5;13,5;87,0;25,0;4,0;4,9
581;PUTRAJAYA;F;URBAN;NORMAL;7;20,4;120,0;14,2;116,0;20,0;1,0;4,9
582;PUTRAJAYA;F;URBAN;NORMAL;7,1;18,0;111,0;14,6;88,0;30,5;1,0;5,5
583;PUTRAJAYA;F;URBAN;NORMAL;7,1;16,9;110,0;14,0;95,0;26,5;2,0;6,1
584;PUTRAJAYA;F;URBAN;NORMAL;7,1;23,9;123,4;15,7;75,0;23,5;1,0;4,8
585;PUTRAJAYA;F;URBAN;NORMAL;7;19,7;116,0;14,6;79,0;24,5;1,0;5,5
586;PUTRAJAYA;F;URBAN;NORMAL;7;18,2;116,5;13,4;81,0;26,0;1,0;6,4
587;SABAH;F;RURAL;NORMAL;7;19,2;118,0;13,8;123,0;34,0;9,0;4,5
588;SABAH;F;RURAL;NORMAL;7,1;21,0;120,0;14,6;119,0;30,0;8,0;4,7
589;SABAH;F;URBAN;OBESITY;7,1;33,6;124,0;21,9;120,0;30,5;7,0;4,7
590;SABAH;F;RURAL;NORMAL;7,1;19,4;113,5;15,1;114,0;30,0;8,0;4,8
591;SABAH;F;RURAL;OVERWEIGHT;7,1;24,5;119,0;17,3;128,0;32,0;4,0;4,7
592;SABAH;F;RURAL;NORMAL;7,1;19,0;119,0;13,4;116,0;29,0;7,0;4,7
593;SABAH;F;RURAL;NORMAL;7;17,5;111,0;14,2;132,0;28,0;10,0;5,0
594;SABAH;F;RURAL;NORMAL;7,1;17,8;114,0;13,7;115,0;35,0;2,0;4,5
595;SABAH;F;URBAN;OVERWEIGHT;7,1;27,0;122,0;18,1;114,0;32,0;6,0;5,0
596;SABAH;F;RURAL;NORMAL;7,1;16,3;110,0;13,5;111,0;28,0;6,0;4,6
597;SABAH;F;RURAL;NORMAL;7;17,2;114,5;13,1;118,0;32,0;3,0;4,8
598;SABAH;F;RURAL;NORMAL;7,1;17,9;106,0;15,9;160,0;26,5;4,0;4,3
599;SABAH;F;URBAN;NORMAL;7,1;19,5;117,0;14,2;121,0;29,0;6,0;5,0
600;SABAH;F;RURAL;OVERWEIGHT;7;26,0;119,0;18,4;107,0;35,0;6,0;5,2
601;SABAH;F;RURAL;NORMAL;7;19,6;111,8;15,7;96,0;35,0;5,0;4,8
602;SABAH;F;RURAL;NORMAL;7;19,5;117,0;14,2;90,0;36,5;7,0;4,9
603;SABAH;F;URBAN;NORMAL;7,1;18,0;114,0;13,9;108,0;31,0;4,0;4,9
604;SABAH;F;RURAL;OVERWEIGHT;7,1;26,5;123,0;17,5;94,0;34,0;3,0;4,5
605;SABAH;F;RURAL;NORMAL;7;20,7;116,0;15,4;112,0;24,0;6,0;4,4
606;SABAH;F;RURAL;NORMAL;7,1;24,0;120,0;16,7;109,0;32,0;5,0;5,2
607;SABAH;F;URBAN;OBESITY;7,1;28,0;119,0;19,8;99,0;30,0;3,0;4,2
608;SABAH;F;RURAL;NORMAL;7;19,9;120,0;13,8;134,0;28,0;5,0;5,2
609;SABAH;F;RURAL;NORMAL;7,1;23,0;119,0;16,2;120,0;32,0;3,0;5,3
610;SABAH;F;RURAL;NORMAL;7;22,5;121,0;15,4;107,0;32,0;7,0;5,7
611;SABAH;F;RURAL;NORMAL;7;19,5;117,0;14,2;129,0;33,5;1,0;5,2
612;SABAH;F;RURAL;NORMAL;7,1;19,0;117,0;13,9;104,0;27,0;6,0;4,9
613;SABAH;F;RURAL;NORMAL;7;22,0;124,5;14,2;145,0;26,0;2,0;4,7
614;SABAH;F;RURAL;NORMAL;7;18,6;115,0;14,1;115,0;28,0;4,0;5,1
615;SABAH;F;RURAL;OVERWEIGHT;7;25,5;118,0;18,3;102,0;33,0;2,0;5,0
616;SABAH;F;URBAN;NORMAL;7,1;20,0;115,0;15,1;101,0;30,5;5,0;5,3
617;SABAH;F;RURAL;NORMAL;7;22,0;121,0;15,0;101,0;27,0;2,0;4,0
618;SABAH;F;RURAL;NORMAL;7,1;21,0;120,0;14,6;114,0;30,0;1,0;4,7
619;SABAH;F;URBAN;OVERWEIGHT;7;25,6;121,0;17,5;110,0;26,0;8,0;5,3
620;SABAH;F;RURAL;NORMAL;7,1;15,0;106,0;13,3;104,0;28,0;6,0;5,3
621;SABAH;F;RURAL;NORMAL;7,1;16,6;107,7;14,3;102,0;29,5;3,0;5,0
622;SABAH;F;URBAN;THINNESS;7;15,2;113,0;11,9;117,0;22,5;7,0;5,1
623;SABAH;F;RURAL;NORMAL;7,1;25,0;125,0;16,0;98,0;29,0;10,0;5,6
624;SABAH;F;RURAL;OVERWEIGHT;7,1;25,9;120,0;18,0;110,0;24,5;2,0;4,4
625;SABAH;F;URBAN;NORMAL;7,1;19,8;117,0;14,5;91,0;28,0;6,0;5,0
626;SABAH;F;URBAN;NORMAL;7;20,7;114,0;15,9;94,0;35,0;1,0;4,9
627;SABAH;F;URBAN;NORMAL;7;22,0;126,0;13,9;112,0;29,0;1,0;5,0
628;SABAH;F;RURAL;NORMAL;7;17,5;115,2;13,2;74,0;31,0;7,0;5,2
629;SABAH;F;RURAL;OBESITY;7,1;31,5;112,0;25,1;82,0;30,0;8,0;5,6
630;SABAH;F;RURAL;OVERWEIGHT;7,1;25,4;121,0;17,3;106,0;27,0;1,0;4,7
631;SABAH;F;RURAL;NORMAL;7,1;16,8;109,0;14,1;82,0;28,0;2,0;4,4
632;SABAH;F;URBAN;OBESITY;7,1;33,0;128,0;20,1;114,0;30,0;1,0;5,6
633;SABAH;F;URBAN;NORMAL;7,1;18,9;114,0;14,5;93,0;33,0;3,0;5,6
634;SABAH;F;URBAN;OVERWEIGHT;7;33,0;133,0;18,7;81,0;28,5;1,0;4,0
635;SABAH;F;RURAL;NORMAL;7,1;17,4;114,5;13,3;97,0;26,5;2,0;4,9
636;SABAH;F;URBAN;NORMAL;7;21,3;122,0;14,3;80,0;32,0;3,0;5,2
637;SABAH;F;RURAL;NORMAL;7,1;23,1;118,5;16,5;86,0;28,0;7,0;5,5
638;SABAH;F;RURAL;NORMAL;7,1;17,0;107,3;14,8;103,0;25,0;3,0;5,2
639;SABAH;F;URBAN;OVERWEIGHT;7,1;25,0;118,0;18,0;94,0;35,0;2,0;5,9
640;SABAH;F;RURAL;NORMAL;7,1;19,2;115,1;14,5;98,0;26,5;2,0;5,1
641;SABAH;F;RURAL;OBESITY;7,1;21,0;103,0;19,8;89,0;21,0;5,0;4,8
642;SABAH;F;URBAN;NORMAL;7,1;19,0;119,0;13,4;88,0;25,0;7,0;5,4
643;SABAH;F;RURAL;NORMAL;7;21,0;115,0;15,9;93,0;10,0;7,0;5,1
644;SABAH;F;URBAN;SEVERE THINNESS;7,1;12,3;112,5;9,7;90,0;28,0;1,0;5,0
645;SABAH;F;RURAL;NORMAL;7,1;14,9;105,0;13,5;91,0;29,0;4,0;5,9
646;SABAH;F;URBAN;NORMAL;7;20,0;117,0;14,6;98,0;27,0;3,0;5,6
647;SABAH;F;RURAL;NORMAL;7,1;18,7;115,2;14,1;85,0;30,0;1,0;5,1
648;SABAH;F;RURAL;NORMAL;7,1;22,0;119,0;15,5;106,0;23,0;1,0;4,8
649;SABAH;F;URBAN;NORMAL;7,1;17,0;112,0;13,6;110,0;19,5;1,0;5,0
650;SABAH;F;RURAL;NORMAL;7,1;21,0;117,5;15,2;99,0;26,0;1,0;5,1
651;SABAH;F;URBAN;OBESITY;7;33,4;128,6;20,2;100,0;27,5;1,0;5,1
652;SABAH;F;RURAL;OVERWEIGHT;7;22,0;106,0;19,6;93,0;32,0;1,0;5,9
653;SABAH;F;URBAN;NORMAL;7;22,8;120,0;15,8;90,0;23,0;2,0;4,8
654;SABAH;F;URBAN;NORMAL;7;20,9;115,0;15,8;77,0;23,0;6,0;5,0
655;SABAH;F;URBAN;SEVERE THINNESS;7;17,0;130,0;10,1;84,0;25,0;4,0;5,2
656;SABAH;F;URBAN;NORMAL;7;19,3;110,0;16,0;93,0;31,0;1,0;5,5
657;SABAH;F;RURAL;OBESITY;7;31,6;121,0;21,6;67,0;28,0;8,0;6,6
658;SABAH;F;URBAN;NORMAL;7;25,0;126,0;15,7;96,0;22,0;2,0;5,1
659;SABAH;F;RURAL;NORMAL;7;20,6;114,0;15,9;121,0;23,0;1,0;5,8
660;SABAH;F;URBAN;NORMAL;7;24,0;120,0;16,7;64,0;27,5;1,0;4,8
661;SABAH;F;URBAN;OVERWEIGHT;7,1;25,9;120,0;18,0;92,0;29,0;1,0;5,3
662;SABAH;F;URBAN;NORMAL;7,1;18,0;116,0;13,4;98,0;30,0;1,0;5,9
663;SABAH;F;URBAN;OBESITY;7;34,8;124,0;22,6;93,0;28,0;1,0;5,6
664;SABAH;F;URBAN;NORMAL;7,1;20,1;120,0;14,0;78,0;15,5;4,0;4,9
665;SABAH;F;URBAN;NORMAL;7;19,0;114,0;14,6;72,0;26,0;3,0;5,2
666;SABAH;F;URBAN;THINNESS;7,1;21,3;130,0;12,6;94,0;29,0;1,0;5,7
667;SABAH;F;RURAL;OBESITY;7;34,0;120,0;23,6;78,0;23,0;4,0;5,2
668;SABAH;F;RURAL;NORMAL;7,1;22,3;119,5;15,6;78,0;31,0;1,0;5,4
669;SABAH;F;URBAN;NORMAL;7,1;21,0;118,0;15,1;89,0;23,0;5,0;6,2
670;SABAH;F;URBAN;NORMAL;7;18,0;112,1;14,3;101,0;21,0;3,0;6,3
671;SABAH;F;URBAN;NORMAL;7,1;19,5;115,0;14,7;71,0;22,0;3,0;5,1
672;SABAH;F;URBAN;NORMAL;7;22,9;125,0;14,7;62,0;24,0;3,0;5,2
673;SABAH;F;RURAL;OVERWEIGHT;7,1;29,3;122,0;19,7;82,0;25,0;1,0;5,0
674;SABAH;F;URBAN;NORMAL;7,1;18,3;118,0;13,1;97,0;23,0;2,0;6,2
675;SABAH;F;RURAL;NORMAL;7;19,8;116,0;14,7;92,0;27,0;1,0;6,0
676;SABAH;F;RURAL;NORMAL;7;18,5;110,1;15,3;73,0;28,5;1,0;6,0
677;SABAH;F;RURAL;NORMAL;7;25,5;124,5;16,5;83,0;26,5;1,0;5,5
678;SABAH;F;URBAN;NORMAL;7,1;16,6;112,6;13,1;78,0;23,0;1,0;5,2
679;SABAH;F;URBAN;NORMAL;7,1;17,1;111,0;13,8;83,0;26,5;1,0;6,0
680;SABAH;F;URBAN;NORMAL;7;18,6;112,0;14,8;78,0;20,0;2,0;5,4
681;SABAH;F;URBAN;NORMAL;7,1;17,5;112,0;14,0;73,0;26,0;1,0;5,9
682;SABAH;F;URBAN;NORMAL;7,1;19,6;117,9;14,1;91,0;24,0;1,0;6,5
683;SABAH;F;RURAL;NORMAL;7,1;21,2;114,5;16,2;50,0;28,0;1,0;6,2
684;SABAH;F;URBAN;OBESITY;7;36,0;123,0;23,8;82,0;14,0;1,0;5,2
685;SABAH;F;URBAN;OBESITY;7;32,5;124,0;21,1;78,0;18,0;2,0;7,7
686;SARAWAK;F;RURAL;NORMAL;7,1;20,6;119,9;14,3;74,0;28,5;1,0;5,7
687;SARAWAK;F;RURAL;OVERWEIGHT;7,1;33,6;132,5;19,1;98,0;29,5;2,0;5,1
688;SARAWAK;F;RURAL;NORMAL;7,1;19,0;116,0;14,1;88,0;37,5;8,0;5,3
689;SARAWAK;F;RURAL;NORMAL;7,1;20,0;113,0;15,7;101,0;34,0;1,0;4,9
690;SARAWAK;F;RURAL;OVERWEIGHT;7,1;29,9;126,3;18,7;91,0;31,5;1,0;4,8
691;SARAWAK;F;RURAL;OVERWEIGHT;7,1;25,3;115,2;19,0;96,0;26,0;1,0;4,6
692;SARAWAK;F;URBAN;NORMAL;7,1;17,5;114,5;13,3;108,0;28,0;10,0;4,7
693;SARAWAK;F;URBAN;NORMAL;7;22,0;120,5;15,2;114,0;37,0;3,0;4,8
694;SARAWAK;F;URBAN;NORMAL;7,1;21,5;118,5;15,3;104,0;31,0;1,0;5,5
695;SARAWAK;F;URBAN;THINNESS;7;17,0;117,0;12,4;70,0;25,0;2,0;4,2
696;SARAWAK;F;URBAN;NORMAL;7;20,0;116,0;14,9;82,0;26,0;1,0;6,2
697;SARAWAK;F;RURAL;NORMAL;7;20,0;114,0;15,4;96,0;18,0;1,0;4,9
698;SARAWAK;F;RURAL;OBESITY;7;34,0;125,0;21,8;58,0;24,0;4,0;5,8
699;SARAWAK;F;RURAL;OVERWEIGHT;7,1;26,0;121,0;17,8;106,0;38,0;8,0;4,9
700;SARAWAK;F;RURAL;NORMAL;7;25,0;126,5;15,6;74,0;32,0;1,0;5,0
701;SARAWAK;F;RURAL;NORMAL;7,1;19,0;110,0;15,7;76,0;26,5;3,0;5,0
702;SARAWAK;F;URBAN;NORMAL;7;23,5;122,0;15,8;59,0;26,5;1,0;6,4
703;SARAWAK;F;URBAN;NORMAL;7;22,0;117,0;16,1;65,0;23,5;1,0;5,9
704;SARAWAK;F;URBAN;NORMAL;7;21,5;119,0;15,2;75,0;23,0;1,0;7,4
705;SARAWAK;F;URBAN;NORMAL;7;25,2;126,5;15,7;114,0;20,5;8,0;4,4
706;SARAWAK;F;URBAN;NORMAL;7,1;19,6;118,0;14,1;96,0;35,0;2,0;4,5
707;SARAWAK;F;URBAN;NORMAL;7;20,6;125,5;13,1;87,0;25,0;2,0;5,6
708;SARAWAK;F;URBAN;NORMAL;7,1;20,0;119,7;14,0;88,0;16,0;2,0;6,6
709;SARAWAK;F;RURAL;NORMAL;7,1;18,2;111,0;14,8;91,0;32,5;6,0;5,3
710;SARAWAK;F;RURAL;NORMAL;7,1;17,3;111,0;14,0;79,0;27,0;3,0;5,0
711;SARAWAK;F;URBAN;NORMAL;7;18,0;116,0;13,4;114,0;31,0;1,0;4,4
712;SARAWAK;F;URBAN;NORMAL;7;19,0;116,0;14,1;95,0;27,0;1,0;5,0
713;SARAWAK;F;URBAN;OBESITY;7;29,5;121,9;19,9;83,0;26,0;4,0;5,3
714;SARAWAK;F;URBAN;NORMAL;7,1;25,1;121,4;17,0;87,0;27,0;6,0;5,7
715;SARAWAK;F;RURAL;NORMAL;7;19,9;119,6;13,9;121,0;31,0;4,0;4,8
716;SARAWAK;F;RURAL;THINNESS;7;17,9;119,3;12,6;94,0;28,5;1,0;5,5
717;SARAWAK;F;RURAL;NORMAL;7,1;18,7;112,5;14,8;119,0;27,0;7,0;4,6
718;SARAWAK;F;RURAL;NORMAL;7;16,3;111,0;13,2;90,0;30,0;5,0;4,5
719;SARAWAK;F;RURAL;OBESITY;7,1;31,0;123,0;20,5;92,0;29,0;7,0;5,3
720;SARAWAK;F;URBAN;NORMAL;7,1;19,1;121,0;13,0;95,0;31,0;3,0;5,7
721;SARAWAK;F;RURAL;NORMAL;7,1;18,6;110,5;15,2;104,0;35,5;6,0;4,5
722;SARAWAK;F;RURAL;NORMAL;7;21,2;113,5;16,5;109,0;26,5;8,0;5,0
723;SARAWAK;F;RURAL;NORMAL;7,1;19,0;115,0;14,4;129,0;26,5;1,0;4,1
724;SARAWAK;F;RURAL;NORMAL;7,1;21,5;115,6;16,1;112,0;33,5;7,0;5,2
725;SARAWAK;F;RURAL;OBESITY;7;34,0;124,0;22,1;94,0;25,0;3,0;5,1
726;SARAWAK;F;RURAL;NORMAL;7,1;20,0;120,2;13,8;90,0;23,0;6,0;5,0
727;SARAWAK;F;RURAL;NORMAL;7,1;19,0;117,5;13,8;88,0;24,0;1,0;5,2
728;SARAWAK;F;RURAL;OBESITY;7;36,2;125,0;23,2;87,0;29,0;6,0;4,3
729;SARAWAK;F;RURAL;OBESITY;7,1;22,5;102,0;21,6;120,0;26,0;7,0;4,8
730;SARAWAK;F;RURAL;OBESITY;7;17,5;88,0;22,6;61,0;28,0;2,0;4,3
731;SARAWAK;F;RURAL;OBESITY;7;29,0;102,8;27,4;77,0;24,5;7,0;5,6
732;SARAWAK;F;RURAL;OBESITY;7,1;22,7;94,0;25,7;79,0;22,0;1,0;5,6
733;SARAWAK;F;URBAN;OVERWEIGHT;7,1;28,0;121,2;19,1;102,0;27,0;1,0;5,2
734;SARAWAK;F;URBAN;OVERWEIGHT;7;25,0;118,2;17,9;100,0;27,0;1,0;5,2
735;SARAWAK;F;URBAN;NORMAL;7;18,1;110,8;14,7;66,0;17,0;1,0;6,1
736;SARAWAK;F;URBAN;NORMAL;7;15,0;108,2;12,8;66,0;24,0;1,0;6,8
737;SARAWAK;F;URBAN;OBESITY;7,1;35,9;125,4;22,8;72,0;36,0;1,0;5,2
738;SARAWAK;F;RURAL;NORMAL;7,1;20,3;117,1;14,8;84,0;31,0;2,0;5,4
739;SARAWAK;F;RURAL;OVERWEIGHT;7;28,5;122,0;19,1;72,0;28,0;2,0;5,1
740;SARAWAK;F;RURAL;OBESITY;7;30,1;106,0;26,8;80,0;29,5;2,0;6,5
741;SARAWAK;F;URBAN;NORMAL;7,1;17,0;114,0;13,1;60,0;34,0;2,0;5,5
742;SARAWAK;F;URBAN;NORMAL;7,1;19,0;118,0;13,6;76,0;26,0;2,0;5,9
743;SARAWAK;F;RURAL;NORMAL;7;15,0;101,3;14,6;81,0;14,5;1,0;5,6
744;SARAWAK;F;RURAL;NORMAL;7;17,7;114,5;13,5;78,0;23,0;3,0;4,9
745;SARAWAK;F;RURAL;NORMAL;7,1;22,1;121,0;15,1;113,0;33,0;8,0;4,4
746;SARAWAK;F;URBAN;NORMAL;7;22,0;118,0;15,8;94,0;29,5;7,0;5,0
747;SARAWAK;F;URBAN;NORMAL;7,1;18,5;115,0;14,0;112,0;29,5;7,0;4,3
748;SARAWAK;F;URBAN;NORMAL;7,1;19,5;115,0;14,7;78,0;23,0;1,0;5,6
749;SARAWAK;F;RURAL;NORMAL;7,1;20,5;119,0;14,5;90,0;27,5;1,0;7,2
750;SARAWAK;F;URBAN;OVERWEIGHT;7,1;25,8;122,0;17,3;81,0;26,0;1,0;6,3
751;SARAWAK;F;RURAL;SEVERE THINNESS;7,1;16,4;121,6;11,1;75,0;31,0;3,0;5,0
752;SARAWAK;F;RURAL;NORMAL;7,1;20,0;111,0;16,2;65,0;23,5;1,0;5,6
753;SARAWAK;F;URBAN;NORMAL;7,1;22,1;119,0;15,6;103,0;23,5;1,0;5,2
754;SARAWAK;F;URBAN;NORMAL;7,1;22,0;115,0;16,6;80,0;32,5;1,0;4,9
755;SARAWAK;F;RURAL;NORMAL;7;22,5;124,5;14,5;80,0;26,0;1,0;5,5
756;SARAWAK;F;URBAN;OBESITY;7,1;33,0;116,0;24,5;93,0;22,5;4,0;6,9
757;SARAWAK;F;RURAL;NORMAL;7,1;19,1;111,0;15,5;76,0;31,0;1,0;5,9
758;SARAWAK;F;URBAN;NORMAL;7,1;16,5;112,1;13,1;93,0;27,0;1,0;6,1
759;SARAWAK;F;RURAL;THINNESS;7,1;18,0;120,7;12,4;90,0;30,5;6,0;4,8
760;SARAWAK;F;RURAL;SEVERE THINNESS;7,1;15,2;116,0;11,3;106,0;32,0;3,0;4,8
761;SARAWAK;F;RURAL;NORMAL;7,1;22,4;121,4;15,2;79,0;27,5;5,0;4,7
762;SARAWAK;F;RURAL;OVERWEIGHT;7,1;27,0;119,0;19,1;78,0;31,0;8,0;5,1
763;SARAWAK;F;RURAL;OVERWEIGHT;7;18,8;97,8;19,7;79,0;22,5;1,0;8,3
764;SARAWAK;F;RURAL;THINNESS;7,1;17,2;118,0;12,4;78,0;30,5;6,0;5,3
765;SARAWAK;F;RURAL;NORMAL;7,1;23,4;120,0;16,3;112,0;24,0;10,0;5,0
766;SARAWAK;F;URBAN;SEVERE THINNESS;7;15,3;115,5;11,5;65,0;11,0;1,0;6,4
767;SARAWAK;F;RURAL;NORMAL;7,1;20,0;117,0;14,6;77,0;26,0;9,0;4,4
768;SARAWAK;F;RURAL;NORMAL;7;20,0;120,0;13,9;92,0;31,0;2,0;6,0
769;SARAWAK;F;RURAL;NORMAL;7,1;23,0;118,0;16,5;83,0;27,0;1,0;5,2
770;SARAWAK;F;URBAN;NORMAL;7;20,0;115,0;15,1;83,0;30,5;7,0;5,2
771;SARAWAK;F;RURAL;NORMAL;7,1;20,0;123,0;13,2;115,0;26,5;5,0;4,9
772;SARAWAK;F;URBAN;NORMAL;7,1;19,5;119,0;13,8;106,0;27,0;6,0;4,9
773;SARAWAK;F;URBAN;NORMAL;7,1;21,5;113,5;16,7;85,0;22,5;1,0;4,7
774;SARAWAK;F;RURAL;OBESITY;7,1;37,0;120,0;25,7;87,0;34,0;5,0;5,6
775;SARAWAK;F;URBAN;NORMAL;7,1;17,0;110,3;14,0;79,0;28,0;1,0;6,1
776;SARAWAK;F;RURAL;NORMAL;7,1;19,0;114,2;14,6;95,0;28,0;7,0;5,1
