Id,State,Gender,Residential,Age_years,Weight_kg,Height_cm,BMI_kg_m2,BMI_cat,BroadJump_cm,Speed20m_s,SitReach_cm,HandWallToss_no
629,Sabah,F,Rural,7.1,31.5,112.0,25.1,Obesity,82,5.6,30,8
630,Sabah,F,Rural,7.1,25.4,121.0,17.3,Overweight,106,4.7,27,1
631,Sabah,F,Rural,7.1,16.8,109.0,14.1,Normal,82,4.4,28,2
632,Sabah,F,Urban,7.1,33.0,128.0,20.1,Obesity,114,5.6,30,1
633,Sabah,F,Urban,7.1,18.9,114.0,14.5,Normal,93,5.6,33,3
634,Sabah,F,Urban,7.0,33.0,133.0,18.7,Overweight,81,4.0,29,1
635,Sabah,F,Rural,7.1,17.4,114.5,13.3,Normal,97,4.9,27,2
636,Sabah,F,Urban,7.0,21.3,122.0,14.3,Normal,80,5.2,32,3
637,Sabah,F,Rural,7.1,23.1,118.5,16.5,Normal,86,5.5,28,7
638,Sabah,F,Rural,7.1,17.0,107.3,14.8,Normal,103,5.2,25,3
639,Sabah,F,Urban,7.1,25.0,118.0,18.0,Overweight,94,5.9,35,2
640,Sabah,F,Rural,7.1,19.2,115.1,14.5,Normal,98,5.1,27,2
641,Sabah,F,Rural,7.1,21.0,103.0,19.8,Obesity,89,4.8,21,5
642,Sabah,F,Urban,7.1,19.0,119.0,13.4,Normal,88,5.4,25,7
643,Sabah,F,Rural,7.0,21.0,115.0,15.9,Normal,93,5.1,10,7
644,Sabah,F,Urban,7.1,12.3,112.5,9.7,Severe thinness,90,5.0,28,1
645,Sabah,F,Rural,7.1,14.9,105.0,13.5,Normal,91,5.9,29,4
646,Sabah,F,Urban,7.0,20.0,117.0,14.6,Normal,98,5.6,27,3
647,Sabah,F,Rural,7.1,18.7,115.2,14.1,Normal,85,5.1,30,1
648,Sabah,F,Rural,7.1,22.0,119.0,15.5,Normal,106,4.8,23,1
649,Sabah,F,Urban,7.1,17.0,112.0,13.6,Normal,110,5.0,20,1
650,Sabah,F,Rural,7.1,21.0,117.5,15.2,Normal,99,5.1,26,1
651,Sabah,F,Urban,7.0,33.4,128.6,20.2,Obesity,100,5.1,28,1
652,Sabah,F,Rural,7.0,22.0,106.0,19.6,Overweight,93,5.9,32,1
653,Sabah,F,Urban,7.0,22.8,120.0,15.8,Normal,90,4.8,23,2
654,Sabah,F,Urban,7.0,20.9,115.0,15.8,Normal,77,5.0,23,6
655,Sabah,F,Urban,7.0,17.0,130.0,10.1,Severe thinness,84,5.2,25,4
656,Sabah,F,Urban,7.0,19.3,110.0,16.0,Normal,93,5.5,31,1
657,Sabah,F,Rural,7.0,31.6,121.0,21.6,Obesity,67,6.6,28,8
658,Sabah,F,Urban,7.0,25.0,126.0,15.7,Normal,96,5.1,22,2
659,Sabah,F,Rural,7.0,20.6,114.0,15.9,Normal,121,5.8,23,1
660,Sabah,F,Urban,7.0,24.0,120.0,16.7,Normal,64,4.8,28,1
661,Sabah,F,Urban,7.1,25.9,120.0,18.0,Overweight,92,5.3,29,1
662,Sabah,F,Urban,7.1,18.0,116.0,13.4,Normal,98,5.9,30,1
663,Sabah,F,Urban,7.0,34.8,124.0,22.6,Obesity,93,5.6,28,1
664,Sabah,F,Urban,7.1,20.1,120.0,14.0,Normal,78,4.9,16,4
665,Sabah,F,Urban,7.0,19.0,114.0,14.6,Normal,72,5.2,26,3
666,Sabah,F,Urban,7.1,21.3,130.0,12.6,Thinness,94,5.7,29,1
667,Sabah,F,Rural,7.0,34.0,120.0,23.6,Obesity,78,5.2,23,4
668,Sabah,F,Rural,7.1,22.3,119.5,15.6,Normal,78,5.4,31,1
669,Sabah,F,Urban,7.1,21.0,118.0,15.1,Normal,89,6.2,23,5
670,Sabah,F,Urban,7.0,18.0,112.1,14.3,Normal,101,6.3,21,3
671,Sabah,F,Urban,7.1,19.5,115.0,14.7,Normal,71,5.1,22,3
672,Sabah,F,Urban,7.0,22.9,125.0,14.7,Normal,62,5.2,24,3
673,Sabah,F,Rural,7.1,29.3,122.0,19.7,Overweight,82,5.0,25,1
674,Sabah,F,Urban,7.1,18.3,118.0,13.1,Normal,97,6.2,23,2
675,Sabah,F,Rural,7.0,19.8,116.0,14.7,Normal,92,6.0,27,1
676,Sabah,F,Rural,7.0,18.5,110.1,15.3,Normal,73,6.0,29,1
677,Sabah,F,Rural,7.0,25.5,124.5,16.5,Normal,83,5.5,27,1
678,Sabah,F,Urban,7.1,16.6,112.6,13.1,Normal,78,5.2,23,1
679,Sabah,F,Urban,7.1,17.1,111.0,13.8,Normal,83,6.0,27,1
680,Sabah,F,Urban,7.0,18.6,112.0,14.8,Normal,78,5.4,20,2
681,Sabah,F,Urban,7.1,17.5,112.0,14.0,Normal,73,5.9,26,1
682,Sabah,F,Urban,7.1,19.6,117.9,14.1,Normal,91,6.5,24,1
683,Sabah,F,Rural,7.1,21.2,114.5,16.2,Normal,50,6.2,28,1
684,Sabah,F,Urban,7.0,36.0,123.0,23.8,Obesity,82,5.2,14,1
685,Sabah,F,Urban,7.0,32.5,124.0,21.1,Obesity,78,7.7,18,2
686,Sarawak,F,Rural,7.1,20.6,119.9,14.3,Normal,74,5.7,29,1
687,Sarawak,F,Rural,7.1,33.6,132.5,19.1,Overweight,98,5.1,30,2
688,Sarawak,F,Rural,7.1,19.0,116.0,14.1,Normal,88,5.3,38,8
689,Sarawak,F,Rural,7.1,20.0,113.0,15.7,Normal,101,4.9,34,1
690,Sarawak,F,Rural,7.1,29.9,126.3,18.7,Overweight,91,4.8,32,1
691,Sarawak,F,Rural,7.1,25.3,115.2,19.0,Overweight,96,4.6,26,1
692,Sarawak,F,Urban,7.1,17.5,114.5,13.3,Normal,108,4.7,28,10
693,Sarawak,F,Urban,7.0,22.0,120.5,15.2,Normal,114,4.8,37,3
694,Sarawak,F,Urban,7.1,21.5,118.5,15.3,Normal,104,5.5,31,1
695,Sarawak,F,Urban,7.0,17.0,117.0,12.4,Thinness,70,4.2,25,2
696,Sarawak,F,Urban,7.0,20.0,116.0,14.9,Normal,82,6.2,26,1
697,Sarawak,F,Rural,7.0,20.0,114.0,15.4,Normal,96,4.9,18,1
698,Sarawak,F,Rural,7.0,34.0,125.0,21.8,Obesity,58,5.8,24,4
699,Sarawak,F,Rural,7.1,26.0,121.0,17.8,Overweight,106,4.9,38,8
700,Sarawak,F,Rural,7.0,25.0,126.5,15.6,Normal,74,5.0,32,1
701,Sarawak,F,Rural,7.1,19.0,110.0,15.7,Normal,76,5.0,27,3
702,Sarawak,F,Urban,7.0,23.5,122.0,15.8,Normal,59,6.4,27,1
703,Sarawak,F,Urban,7.0,22.0,117.0,16.1,Normal,65,5.9,24,1
704,Sarawak,F,Urban,7.0,21.5,119.0,15.2,Normal,75,7.4,23,1
705,Sarawak,F,Urban,7.0,25.2,126.5,15.7,Normal,114,4.4,21,8
706,Sarawak,F,Urban,7.1,19.6,118.0,14.1,Normal,96,4.5,35,2
707,Sarawak,F,Urban,7.0,20.6,125.5,13.1,Normal,87,5.6,25,2
708,Sarawak,F,Urban,7.1,20.0,119.7,14.0,Normal,88,6.6,16,2
709,Sarawak,F,Rural,7.1,18.2,111.0,14.8,Normal,91,5.3,33,6
710,Sarawak,F,Rural,7.1,17.3,111.0,14.0,Normal,79,5.0,27,3
711,Sarawak,F,Urban,7.0,18.0,116.0,13.4,Normal,114,4.4,31,1
712,Sarawak,F,Urban,7.0,19.0,116.0,14.1,Normal,95,5.0,27,1
713,Sarawak,F,Urban,7.0,29.5,121.9,19.9,Obesity,83,5.3,26,4
714,Sarawak,F,Urban,7.1,25.1,121.4,17.0,Normal,87,5.7,27,6
715,Sarawak,F,Rural,7.0,19.9,119.6,13.9,Normal,121,4.8,31,4
716,Sarawak,F,Rural,7.0,17.9,119.3,12.6,Thinness,94,5.5,29,1
717,Sarawak,F,Rural,7.1,18.7,112.5,14.8,Normal,119,4.6,27,7
718,Sarawak,F,Rural,7.0,16.3,111.0,13.2,Normal,90,4.5,30,5
719,Sarawak,F,Rural,7.1,31.0,123.0,20.5,Obesity,92,5.3,29,7
720,Sarawak,F,Urban,7.1,19.1,121.0,13.0,Normal,95,5.7,31,3
721,Sarawak,F,Rural,7.1,18.6,110.5,15.2,Normal,104,4.5,36,6
722,Sarawak,F,Rural,7.0,21.2,113.5,16.5,Normal,109,5.0,27,8
723,Sarawak,F,Rural,7.1,19.0,115.0,14.4,Normal,129,4.1,27,1
724,Sarawak,F,Rural,7.1,21.5,115.6,16.1,Normal,112,5.2,34,7
725,Sarawak,F,Rural,7.0,34.0,124.0,22.1,Obesity,94,5.1,25,3
726,Sarawak,F,Rural,7.1,20.0,120.2,13.8,Normal,90,5.0,23,6
727,Sarawak,F,Rural,7.1,19.0,117.5,13.8,Normal,88,5.2,24,1
728,Sarawak,F,Rural,7.0,36.2,125.0,23.2,Obesity,87,4.3,29,6
729,Sarawak,F,Rural,7.1,22.5,102.0,21.6,Obesity,120,4.8,26,7
730,Sarawak,F,Rural,7.0,17.5,88.0,22.6,Obesity,61,4.3,28,2
731,Sarawak,F,Rural,7.0,29.0,102.8,27.4,Obesity,77,5.6,25,7
732,Sarawak,F,Rural,7.1,22.7,94.0,25.7,Obesity,79,5.6,22,1
733,Sarawak,F,Urban,7.1,28.0,121.2,19.1,Overweight,102,5.2,27,1
734,Sarawak,F,Urban,7.0,25.0,118.2,17.9,Overweight,100,5.2,27,1
735,Sarawak,F,Urban,7.0,18.1,110.8,14.7,Normal,66,6.1,17,1
736,Sarawak,F,Urban,7.0,15.0,108.2,12.8,Normal,66,6.8,24,1
737,Sarawak,F,Urban,7.1,35.9,125.4,22.8,Obesity,72,5.2,36,1
738,Sarawak,F,Rural,7.1,20.3,117.1,14.8,Normal,84,5.4,31,2
739,Sarawak,F,Rural,7.0,28.5,122.0,19.1,Overweight,72,5.1,28,2
740,Sarawak,F,Rural,7.0,30.1,106.0,26.8,Obesity,80,6.5,30,2
741,Sarawak,F,Urban,7.1,17.0,114.0,13.1,Normal,60,5.5,34,2
742,Sarawak,F,Urban,7.1,19.0,118.0,13.6,Normal,76,5.9,26,2
743,Sarawak,F,Rural,7.0,15.0,101.3,14.6,Normal,81,5.6,15,1
744,Sarawak,F,Rural,7.0,17.7,114.5,13.5,Normal,78,4.9,23,3
745,Sarawak,F,Rural,7.1,22.1,121.0,15.1,Normal,113,4.4,33,8
746,Sarawak,F,Urban,7.0,22.0,118.0,15.8,Normal,94,5.0,30,7
747,Sarawak,F,Urban,7.1,18.5,115.0,14.0,Normal,112,4.3,30,7
748,Sarawak,F,Urban,7.1,19.5,115.0,14.7,Normal,78,5.6,23,1
749,Sarawak,F,Rural,7.1,20.5,119.0,14.5,Normal,90,7.2,28,1
750,Sarawak,F,Urban,7.1,25.8,122.0,17.3,Overweight,81,6.3,26,1
751,Sarawak,F,Rural,7.1,16.4,121.6,11.1,Severe thinness,75,5.0,31,3
752,Sarawak,F,Rural,7.1,20.0,111.0,16.2,Normal,65,5.6,24,1
753,Sarawak,F,Urban,7.1,22.1,119.0,15.6,Normal,103,5.2,24,1
754,Sarawak,F,Urban,7.1,22.0,115.0,16.6,Normal,80,4.9,33,1
755,Sarawak,F,Rural,7.0,22.5,124.5,14.5,Normal,80,5.5,26,1
756,Sarawak,F,Urban,7.1,33.0,116.0,24.5,Obesity,93,6.9,23,4
757,Sarawak,F,Rural,7.1,19.1,111.0,15.5,Normal,76,5.9,31,1
758,Sarawak,F,Urban,7.1,16.5,112.1,13.1,Normal,93,6.1,27,1
759,Sarawak,F,Rural,7.1,18.0,120.7,12.4,Thinness,90,4.8,31,6
760,Sarawak,F,Rural,7.1,15.2,116.0,11.3,Severe thinness,106,4.8,32,3
761,Sarawak,F,Rural,7.1,22.4,121.4,15.2,Normal,79,4.7,28,5
762,Sarawak,F,Rural,7.1,27.0,119.0,19.1,Overweight,78,5.1,31,8
763,Sarawak,F,Rural,7.0,18.8,97.8,19.7,Overweight,79,8.3,23,1
764,Sarawak,F,Rural,7.1,17.2,118.0,12.4,Thinness,78,5.3,31,6
765,Sarawak,F,Rural,7.1,23.4,120.0,16.3,Normal,112,5.0,24,10
766,Sarawak,F,Urban,7.0,15.3,115.5,11.5,Severe thinness,65,6.4,11,1
767,Sarawak,F,Rural,7.1,20.0,117.0,14.6,Normal,77,4.4,26,9
768,Sarawak,F,Rural,7.0,20.0,120.0,13.9,Normal,92,6.0,31,2
769,Sarawak,F,Rural,7.1,23.0,118.0,16.5,Normal,83,5.2,27,1
770,Sarawak,F,Urban,7.0,20.0,115.0,15.1,Normal,83,5.2,31,7
771,Sarawak,F,Rural,7.1,20.0,123.0,13.2,Normal,115,4.9,27,5
772,Sarawak,F,Urban,7.1,19.5,119.0,13.8,Normal,106,4.9,27,6
773,Sarawak,F,Urban,7.1,21.5,113.5,16.7,Normal,85,4.7,23,1
774,Sarawak,F,Rural,7.1,37.0,120.0,25.7,Obesity,87,5.6,34,5
775,Sarawak,F,Urban,7.1,17.0,110.3,14.0,Normal,79,6.1,28,1
776,Sarawak,F,Rural,7.1,19.0,114.2,14.6,Normal,95,5.1,28,7
777,Selangor,F,Urban,7.0,23.5,113.0,18.4,Overweight,96,3.6,32,3
778,Selangor,F,Urban,7.1,21.0,121.0,14.3,Normal,135,4.9,34,7
779,Selangor,F,Urban,7.1,22.5,116.0,16.7,Normal,89,5.5,33,1
780,Selangor,F,Urban,7.1,21.0,109.0,17.7,Overweight,103,5.0,34,4
781,Selangor,F,Urban,7.0,22.0,123.4,14.4,Normal,90,3.6,32,1
782,Selangor,F,Urban,7.1,22.0,124.0,14.3,Normal,106,5.5,36,1
783,Selangor,F,Urban,7.1,18.0,116.0,13.4,Normal,116,5.1,25,1
784,Selangor,F,Rural,7.0,15.0,107.0,13.1,Normal,100,5.4,31,2
785,Selangor,F,Rural,7.1,19.5,118.0,14.0,Normal,115,5.0,29,9
786,Selangor,F,Urban,7.0,18.4,119.0,13.0,Normal,72,5.3,22,5
787,Selangor,F,Urban,7.1,18.0,116.0,13.4,Normal,99,3.0,9,2
788,Selangor,F,Urban,7.1,23.0,119.0,16.2,Normal,122,4.4,29,3
789,Selangor,F,Urban,7.1,20.0,118.0,14.4,Normal,85,3.0,9,1
790,Selangor,F,Rural,7.0,27.0,121.0,18.4,Overweight,102,5.1,29,10
791,Selangor,F,Urban,7.0,21.1,117.0,15.4,Normal,119,4.5,29,3
792,Selangor,F,Urban,7.0,20.0,127.0,12.4,Thinness,83,5.9,28,5
793,Selangor,F,Rural,7.1,21.1,118.0,15.2,Normal,90,5.4,19,9
794,Selangor,F,Urban,7.0,19.0,113.0,14.9,Normal,97,4.5,31,4
795,Selangor,F,Urban,7.1,25.0,122.0,16.8,Normal,133,4.8,33,10
796,Selangor,F,Urban,7.0,20.5,118.0,14.7,Normal,118,5.3,32,7
797,Selangor,F,Rural,7.0,23.5,120.0,16.3,Normal,134,4.2,28,6
798,Selangor,F,Rural,7.1,20.0,117.0,14.6,Normal,93,4.9,30,8
799,Selangor,F,Urban,7.0,22.0,114.0,16.9,Normal,76,5.8,26,5
800,Selangor,F,Rural,7.1,26.0,130.0,15.4,Normal,105,4.6,27,10
801,Selangor,F,Rural,7.1,23.8,122.0,16.0,Normal,122,4.4,31,1
802,Selangor,F,Rural,7.0,21.5,121.5,14.6,Normal,103,4.7,24,9
803,Selangor,F,Urban,7.0,18.0,118.0,12.9,Normal,80,5.2,28,5
804,Selangor,F,Urban,7.0,29.5,127.5,18.1,Overweight,87,6.2,22,4
805,Selangor,F,Urban,7.0,23.1,116.5,17.0,Normal,102,4.9,29,5
806,Selangor,F,Urban,7.1,23.2,116.5,17.1,Normal,100,5.2,32,5
807,Selangor,F,Rural,7.0,18.0,113.0,14.1,Normal,87,5.4,28,3
808,Selangor,F,Rural,7.1,18.0,113.5,14.0,Normal,118,5.1,29,2
809,Selangor,F,Urban,7.1,23.1,122.0,15.5,Normal,109,5.2,34,5
810,Selangor,F,Rural,7.0,20.5,116.5,15.1,Normal,105,5.3,25,7
811,Selangor,F,Urban,7.1,21.0,117.5,15.2,Normal,82,5.2,11,3
812,Selangor,F,Urban,7.1,18.0,116.0,13.4,Normal,125,4.3,29,6
813,Selangor,F,Urban,7.0,22.9,116.7,16.8,Normal,108,5.4,32,3
814,Selangor,F,Urban,7.0,19.5,110.5,16.0,Normal,108,4.8,29,2
815,Selangor,F,Urban,7.1,18.0,114.0,13.9,Normal,86,5.0,33,8
816,Selangor,F,Urban,7.0,16.9,110.0,14.0,Normal,91,5.0,30,6
817,Selangor,F,Urban,7.0,22.5,118.5,16.0,Normal,105,5.1,29,4
818,Selangor,F,Urban,7.1,23.5,123.0,15.5,Normal,94,4.9,24,2
819,Selangor,F,Urban,7.1,18.0,113.0,14.1,Normal,70,5.3,29,1
820,Selangor,F,Urban,7.0,40.0,117.0,29.2,Obesity,80,6.6,31,1
821,Selangor,F,Urban,7.0,31.0,125.0,19.8,Obesity,107,5.3,29,5
822,Selangor,F,Rural,7.0,20.0,120.0,13.9,Normal,78,7.0,18,1
823,Selangor,F,Urban,7.0,17.5,117.0,12.8,Normal,82,5.0,30,8
824,Selangor,F,Urban,7.1,22.8,122.0,15.3,Normal,97,4.7,29,3
825,Selangor,F,Urban,7.1,19.0,118.0,13.6,Normal,90,4.9,31,4
826,Selangor,F,Rural,7.1,30.0,132.0,17.2,Normal,88,4.3,31,2
827,Selangor,F,Urban,7.1,19.5,123.0,12.9,Normal,98,4.5,30,1
828,Selangor,F,Urban,7.0,25.0,122.0,16.8,Normal,99,5.0,24,4
829,Selangor,F,Urban,7.1,19.5,117.2,14.2,Normal,116,5.3,29,3
830,Selangor,F,Urban,7.1,19.6,113.0,15.3,Normal,104,4.9,26,4
831,Selangor,F,Rural,7.0,28.0,132.0,16.1,Normal,74,4.5,28,3
832,Selangor,F,Urban,7.0,19.0,114.0,14.6,Normal,93,5.6,24,3
833,Selangor,F,Urban,7.0,19.0,120.0,13.2,Normal,90,4.5,27,1
834,Selangor,F,Urban,7.1,22.0,123.0,14.5,Normal,112,5.3,31,2
835,Selangor,F,Urban,7.1,27.0,131.0,15.7,Normal,90,5.1,27,2
836,Selangor,F,Rural,7.0,26.3,116.5,19.4,Overweight,79,5.0,26,2
837,Selangor,F,Rural,7.1,30.1,114.5,23.0,Obesity,60,5.7,27,1
838,Selangor,F,Urban,7.0,26.0,117.1,19.0,Overweight,104,4.8,26,4
839,Selangor,F,Urban,7.0,25.0,123.5,16.4,Normal,105,5.2,33,1
840,Selangor,F,Rural,7.1,22.6,116.0,16.8,Normal,103,4.1,20,4
841,Selangor,F,Urban,7.1,22.0,113.0,17.2,Normal,116,5.8,31,3
842,Selangor,F,Rural,7.1,22.0,123.0,14.5,Normal,105,5.6,32,3
843,Selangor,F,Rural,7.0,22.0,121.3,15.0,Normal,92,5.3,22,1
844,Selangor,F,Urban,7.0,20.7,118.0,14.9,Normal,96,5.4,31,4
845,Selangor,F,Rural,7.0,20.0,118.0,14.4,Normal,77,5.1,17,1
846,Selangor,F,Urban,7.0,24.0,118.0,17.2,Normal,95,5.5,29,6
847,Selangor,F,Rural,7.0,22.0,120.0,15.3,Normal,96,4.9,31,1
848,Selangor,F,Urban,7.0,24.0,123.0,15.9,Normal,101,4.0,20,3
849,Selangor,F,Rural,7.0,45.3,136.4,24.3,Obesity,74,6.1,39,4
850,Selangor,F,Urban,7.0,40.9,132.0,23.5,Obesity,78,5.5,35,7
851,Selangor,F,Urban,7.1,23.1,127.6,14.2,Normal,125,4.4,25,8
852,Selangor,F,Urban,7.0,18.4,117.5,13.3,Normal,107,5.0,26,2
853,Selangor,F,Rural,7.0,19.0,116.0,14.1,Normal,98,5.7,23,4
854,Selangor,F,Rural,7.1,22.0,117.0,16.1,Normal,114,5.2,30,8
855,Selangor,F,Rural,7.1,21.0,129.0,12.6,Thinness,100,5.4,25,7
856,Selangor,F,Rural,7.1,20.5,123.0,13.6,Normal,101,5.1,26,6
857,Selangor,F,Urban,7.0,23.0,123.5,15.1,Normal,100,6.0,24,3
858,Selangor,F,Urban,7.0,25.0,122.0,16.8,Normal,81,4.9,25,8
859,Selangor,F,Rural,7.1,13.0,106.0,11.6,Severe thinness,80,6.0,17,1
860,Selangor,F,Urban,7.1,21.3,119.0,15.0,Normal,109,4.8,26,1
861,Selangor,F,Rural,7.0,31.8,122.0,21.4,Obesity,101,5.1,24,4
862,Selangor,F,Urban,7.0,17.3,115.9,12.9,Normal,64,5.2,38,4
863,Selangor,F,Rural,7.0,22.0,115.0,16.6,Normal,75,5.2,21,5
864,Selangor,F,Rural,7.1,23.0,116.5,16.9,Normal,84,4.9,27,4
865,Selangor,F,Rural,7.0,21.0,125.0,13.4,Normal,95,5.0,33,1
866,Selangor,F,Urban,7.1,19.0,121.0,13.0,Normal,110,5.0,23,5
867,Selangor,F,Urban,7.0,20.4,117.0,14.9,Normal,84,5.1,32,2
868,Selangor,F,Rural,7.1,17.0,112.0,13.6,Normal,101,4.4,25,1
869,Selangor,F,Rural,7.0,18.0,115.0,13.6,Normal,105,5.5,24,5
870,Selangor,F,Rural,7.0,16.8,106.8,14.7,Normal,78,5.2,30,8
871,Selangor,F,Urban,7.0,21.0,118.0,15.1,Normal,93,4.7,27,1
872,Selangor,F,Urban,7.1,21.0,120.0,14.6,Normal,95,5.3,35,1
873,Selangor,F,Rural,7.1,27.0,121.0,18.4,Overweight,99,4.8,31,3
874,Selangor,F,Rural,7.1,20.0,121.0,13.7,Normal,93,5.4,25,6
875,Selangor,F,Urban,7.1,21.5,122.0,14.4,Normal,96,5.9,28,1
876,Selangor,F,Rural,7.1,18.5,110.0,15.3,Normal,101,5.8,27,4
877,Selangor,F,Rural,7.0,19.0,118.0,13.6,Normal,80,4.8,26,1
878,Selangor,F,Urban,7.0,19.0,118.0,13.6,Normal,103,4.5,32,6
879,Selangor,F,Urban,7.0,23.0,123.5,15.1,Normal,112,6.1,30,1
880,Selangor,F,Urban,7.1,20.5,113.0,16.1,Normal,63,4.7,31,1
881,Selangor,F,Rural,7.1,22.4,115.0,16.9,Normal,88,5.4,25,5
882,Selangor,F,Urban,7.0,25.5,118.8,18.1,Overweight,76,5.8,20,1
883,Selangor,F,Rural,7.0,24.0,122.0,16.1,Normal,77,4.0,25,2
884,Selangor,F,Rural,7.1,26.0,109.0,21.9,Obesity,92,5.7,21,7
885,Selangor,F,Rural,7.0,29.0,124.0,18.9,Overweight,91,5.0,23,4
886,Selangor,F,Urban,7.1,21.0,127.0,13.0,Normal,105,6.0,31,1
887,Selangor,F,Urban,7.1,33.0,132.0,18.9,Overweight,91,5.2,27,2
888,Selangor,F,Urban,7.1,24.0,120.0,16.7,Normal,81,5.2,31,1
889,Selangor,F,Rural,7.0,21.0,113.0,16.4,Normal,108,4.5,28,1
890,Selangor,F,Urban,7.0,23.0,122.0,15.5,Normal,120,5.0,34,7
891,Selangor,F,Rural,7.0,19.0,112.0,15.1,Normal,82,4.8,29,1
892,Selangor,F,Rural,7.1,18.0,117.0,13.1,Normal,93,5.3,28,1
893,Selangor,F,Urban,7.1,29.5,125.0,18.9,Overweight,71,5.5,22,1
894,Selangor,F,Rural,7.1,18.0,117.0,13.1,Normal,117,5.7,25,2
895,Selangor,F,Urban,7.1,28.0,130.0,16.6,Normal,126,5.6,35,5
896,Selangor,F,Urban,7.0,20.4,125.5,13.0,Normal,87,5.4,20,8
897,Selangor,F,Rural,7.1,18.5,120.0,12.8,Normal,90,5.2,24,3
898,Selangor,F,Urban,7.0,21.6,126.0,13.6,Normal,104,6.0,20,5
899,Selangor,F,Rural,7.1,20.0,114.0,15.4,Normal,92,5.2,19,5
900,Selangor,F,Rural,7.1,20.0,115.4,15.0,Normal,108,5.0,25,7
901,Selangor,F,Urban,7.1,35.0,138.5,18.2,Overweight,79,5.8,23,1
902,Selangor,F,Urban,7.0,18.0,118.0,12.9,Normal,81,6.8,30,4
903,Selangor,F,Urban,7.1,16.0,117.1,11.7,Severe thinness,93,6.0,26,4
904,Selangor,F,Rural,7.0,22.0,119.0,15.5,Normal,85,5.0,15,4
905,Selangor,F,Rural,7.1,20.4,120.0,14.2,Normal,98,5.1,21,1
906,Selangor,F,Rural,7.0,16.5,119.0,11.7,Severe thinness,121,5.7,24,1
907,Selangor,F,Rural,7.0,22.3,120.0,15.5,Normal,101,4.1,19,2
908,Selangor,F,Urban,7.0,28.7,120.0,19.9,Obesity,76,6.0,30,3
909,Selangor,F,Rural,7.1,20.0,117.0,14.6,Normal,77,5.0,27,4
910,Selangor,F,Urban,7.1,18.3,120.0,12.7,Normal,92,5.6,25,2
911,Selangor,F,Urban,7.1,21.0,121.0,14.3,Normal,89,5.4,28,1
912,Selangor,F,Urban,7.0,21.2,123.5,13.9,Normal,83,6.1,28,3
913,Selangor,F,Urban,7.1,21.0,114.0,16.2,Normal,98,6.3,24,3
914,Selangor,F,Rural,7.0,35.0,123.0,23.1,Obesity,62,6.9,15,1
915,Selangor,F,Rural,7.0,22.1,126.0,13.9,Normal,90,6.1,26,3
916,Selangor,F,Rural,7.0,22.3,123.5,14.6,Normal,77,5.4,32,8
917,Selangor,F,Urban,7.1,20.0,114.0,15.4,Normal,83,5.1,23,2
918,Selangor,F,Rural,7.1,17.9,114.0,13.8,Normal,112,5.3,26,3
919,Selangor,F,Urban,7.0,21.0,119.5,14.7,Normal,85,5.6,27,3
920,Selangor,F,Urban,7.1,23.0,113.0,18.0,Overweight,116,4.6,35,10
921,Selangor,F,Rural,7.1,22.0,121.0,15.0,Normal,95,5.1,20,2
922,Selangor,F,Urban,7.0,37.0,126.5,23.1,Obesity,66,6.0,26,5
923,Selangor,F,Urban,7.1,23.0,122.0,15.5,Normal,131,4.6,31,5
924,Selangor,F,Rural,7.1,18.0,115.0,13.6,Normal,71,5.9,29,2
925,Selangor,F,Rural,7.1,28.5,117.0,20.8,Obesity,76,5.9,27,2
926,Selangor,F,Rural,7.1,35.0,138.0,18.4,Overweight,100,5.9,19,2
927,Selangor,F,Urban,7.0,32.0,128.0,19.5,Overweight,73,5.9,22,6
928,Selangor,F,Rural,7.1,17.0,117.0,12.4,Thinness,78,6.0,31,1
929,Selangor,F,Urban,7.1,20.0,120.0,13.9,Normal,78,6.0,29,1
930,Selangor,F,Rural,7.1,27.0,128.0,16.5,Normal,96,6.1,26,1
931,Selangor,F,Rural,7.1,21.0,117.0,15.3,Normal,75,4.8,26,7
932,Selangor,F,Rural,7.0,21.4,121.2,14.6,Normal,90,5.7,30,1
933,Selangor,F,Rural,7.1,25.0,121.0,17.1,Normal,107,4.9,33,8
934,Selangor,F,Rural,7.1,25.0,125.0,16.0,Normal,126,5.2,25,6
935,Selangor,F,Rural,7.0,20.0,118.0,14.4,Normal,101,5.2,20,6
936,Selangor,F,Rural,7.0,24.0,117.0,17.5,Overweight,85,6.3,31,3
937,Selangor,F,Urban,7.1,24.7,120.0,17.2,Normal,97,6.9,24,1
938,Selangor,F,Urban,7.1,18.0,115.0,13.6,Normal,113,4.6,31,1
939,Selangor,F,Rural,7.0,17.0,113.0,13.3,Normal,94,5.8,22,2
940,Selangor,F,Rural,7.1,20.0,121.0,13.7,Normal,77,5.0,21,1
941,Selangor,F,Rural,7.1,20.0,117.0,14.6,Normal,79,5.9,27,1
942,Selangor,F,Rural,7.1,30.2,121.9,20.3,Obesity,75,6.2,28,1
943,Selangor,F,Rural,7.0,19.0,113.0,14.9,Normal,87,5.8,23,1
944,Selangor,F,Rural,7.0,22.0,116.0,16.3,Normal,66,5.1,37,2
945,Selangor,F,Rural,7.1,18.0,114.5,13.7,Normal,86,4.9,29,1
946,Selangor,F,Rural,7.1,27.1,122.0,18.2,Overweight,64,5.6,22,1
947,Selangor,F,Urban,7.0,16.5,111.0,13.4,Normal,79,6.5,22,3
